445,High,a2is-iTopWeb19,172.16.93.5
445,High,A2-G5Appsvr,172.16.93.50
445,High,a2G5-HealthRpt1,172.16.93.51
445,High,A2-G5appsvr-3,172.16.93.52
445,High,AAB-DCMAIN08,172.16.93.53
445,High,b2bfif-pop,172.16.93.54
445,High,cisadane-uws1,172.16.93.56
445,High,cisadane-uws2,172.16.93.57
445,High,a2finanBizAPI19,172.16.93.6
445,High,a2-messaging,172.16.93.61
445,High,Cisadane-UWS13,172.16.93.62
445,High,AAB-ANTRIAN,172.16.93.66
445,High,cisadane-uws9,172.16.93.68
445,High,cisadane-uws10,172.16.93.69
445,High,a2is-crakweb1,172.16.93.71
445,High,Cisadane-UWS14,172.16.93.72
445,High,a2is-signalr-cti,172.16.93.73
445,High,a2ishealth-uws3,172.16.93.74
445,High,a2ishealth-uws4,172.16.93.75
445,High,A2ISDC-REPODB,172.16.93.78
445,High,Cisadane-UWS15,172.16.93.79
445,High,a2finanAPI19,172.16.93.8
445,High,a2iscomm3-API,172.16.93.91
445,High,#N/A,172.16.93.94
445,High,cisadane-uws9-1,172.16.93.96
1433,High,B2BTAFS2,10.7.15.3
1433,High,a2is-marine,172.16.10.34
1433,High,a2FinanDB19,172.16.7.10
1433,High,a2FinanDBRPT19,172.16.7.11
1433,High,a2is-bynddb-pa,172.16.7.12
1433,High,a2is-k2db,172.16.7.13
1433,High,a2is-PAM-DB,172.16.7.138
1433,High,a2-infor-db,172.16.50.2
1433,High,a2is-ifrs,172.16.50.8
1433,High,#N/A,172.16.50.10
1433,High,#N/A,172.16.51.5
1433,High,a2is-siap,172.16.51.7
1433,High,a2is-kportdb,172.16.51.11
1433,High,a2is-antrian-db,172.16.7.15
1433,High,a2is-repodb,172.16.7.20
1433,High,a2-mob-db,172.16.7.30
1433,High,A2-Titan-DB,172.16.7.50
1433,High,A2-HLT-RetailDB,172.16.7.77
1433,High,a2-SPDB-19,172.16.7.95
1433,High,a2is-ctidb,172.16.7.167
1433,High,A2-KeyVault,172.16.7.224
1433,High,#N/A,172.16.7.225
1433,High,a2is-DBSunrise,172.16.8.13
1433,High,a2is-FinanSSIS,172.16.83.103
1433,High,A2IS-SSIS1,172.16.83.156
1433,High,AAB-GLDBHealth,172.16.83.216
1433,High,AAB-BYNDSSIS2,172.16.83.241
1433,High,#N/A,172.16.83.249
1433,High,a2is-bireport02,172.16.83.25
1433,High,a2-ssis16-1,172.16.83.41
1433,High,AAB-BeyondSSIS,172.16.83.56
1433,High,a2is-bireport01,172.16.83.60
1433,High,AAB-BYNDSSIS3,172.16.83.71
1433,High,AAB-BYNDSSIS4,172.16.83.72
1433,High,AAB-BYNDSSIS5,172.16.83.73
1433,High,a2is-ssis,172.16.93.111
1433,High,a2is-mobagentdb,172.16.93.120
1433,High,xoom-db-prod,172.16.93.13
1433,High,a2issunsystems,172.16.93.140
1433,High,aab-helpdesk,172.16.93.169
1433,High,a2is-webbilling,172.16.93.17
1433,High,a2is-presensi,172.16.93.184
1433,High,a2is-PPU-SVR,172.16.93.191
1433,High,a2G5-HealthRpt1,172.16.93.51
1433,High,A2ISDC-REPODB,172.16.93.78
1433,High,#N/A,172.16.93.94
3306,High,A2is-VMS,172.16.51.2
3306,High,#N/A,172.16.51.3
3306,High,#N/A,172.16.51.4
3306,High,A2-B2B-DB-L,172.16.7.41
3306,High,a2-internalapp-db-lx,172.16.83.93
3306,High,aab-ticketdesk-new,172.16.93.105
3306,High,a2-gmall-db-lx,172.16.93.109
3306,High,A2is-RepoS,172.16.93.157
5432,High,CPPM-ARUBA-02,172.16.83.197
5432,High,avaya-sbc.aab.asuransi.astra.co.id,172.16.93.249
8080,High,a2-sas-webapp,172.16.50.6
8080,High,#N/A,172.16.50.9
8080,High,A2-eCentrix-Tele.aab.asuransi.astra.co.id,172.16.51.16
8080,High,a2is-JenKins,172.16.93.14
8080,High,a2-hlt-bst1,172.16.93.145
8080,High,A2is-RepoS,172.16.93.157
8080,High,Avaya-CMS,172.16.93.235
